,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Sergio GarciaPlayoff: Beat Justin Rose with birdie on first extra hole,,1,71,69,70,69,4,1,1,-9,279,"$1,980,000",-,bio - career - this year - this tournament
1,Justin RosePlayoff: Lost to Sergio Garcia who made birdie on first extra hole (Rose made bogey),,2,71,72,67,69,4,6,1,-9,279,"$1,188,000",-,bio - career - this year - this tournament
2,Charl Schwartzel,,3,74,72,68,68,26,16,8,-6,282,"$748,000",-,bio - career - this year - this tournament
3,Matt Kuchar,,T4,72,73,71,67,12,13,11,-5,283,"$484,000",-,bio - career - this year - this tournament
4,Thomas Pieters,,T4,72,68,75,68,12,1,9,-5,283,"$484,000",-,bio - career - this year - this tournament
5,Paul Casey,,6,72,75,69,68,12,19,11,-4,284,"$396,000",-,bio - career - this year - this tournament
6,Kevin Chappell,,T7,71,76,70,68,4,19,17,-3,285,"$354,750",-,bio - career - this year - this tournament
7,Rory McIlroy,,T7,72,73,71,69,12,13,11,-3,285,"$354,750",-,bio - career - this year - this tournament
8,Adam Scott,,T9,75,69,69,73,41,10,7,-2,286,"$308,000",-,bio - career - this year - this tournament
9,Ryan Moore,,T9,74,69,69,74,26,6,4,-2,286,"$308,000",-,bio - career - this year - this tournament
10,Brooks Koepka,,T11,74,73,71,69,26,19,21,-1,287,"$233,200",-,bio - career - this year - this tournament
11,Hideki Matsuyama,,T11,76,70,74,67,54,16,28,-1,287,"$233,200",-,bio - career - this year - this tournament
12,Jordan Spieth,,T11,75,69,68,75,41,10,4,-1,287,"$233,200",-,bio - career - this year - this tournament
13,Rickie Fowler,,T11,73,67,71,76,19,1,3,-1,287,"$233,200",-,bio - career - this year - this tournament
14,Russell Henley,,T11,71,76,71,69,4,19,21,-1,287,"$233,200",-,bio - career - this year - this tournament
15,Martin Kaymer,,T16,78,68,74,68,75,16,28,E,288,"$181,500",-,bio - career - this year - this tournament
