,Player,#,Finish,R1,R2,R3,R4,R1.1,R2.1,R3.1,ToPar,Total Score,Money,DraftKings Salary,More Info
0,Fred Couples,,Win,69,67,69,70,7,3,2,-13,275,"$270,000",-,bio - career - this year - this tournament
1,Raymond Floyd,,2,69,68,69,71,7,4,3,-11,277,"$162,000",-,bio - career - this year - this tournament
2,Corey Pavin,,3,72,71,68,67,36,35,11,-10,278,"$102,000",-,bio - career - this year - this tournament
3,Jeff Sluman,,T4,65,74,70,71,1,6,7,-8,280,"$66,000",-,bio - career - this year - this tournament
4,Mark O'Meara,,T4,74,67,69,70,64,14,10,-8,280,"$66,000",-,bio - career - this year - this tournament
5,Nolan Henke,,T6,70,71,70,70,19,14,11,-7,281,"$43,829",-,bio - career - this year - this tournament
6,Ted Schulz,,T6,68,69,72,72,3,4,7,-7,281,"$43,829",-,bio - career - this year - this tournament
7,Nick Price,,T6,70,71,67,73,19,14,5,-7,281,"$43,829",-,bio - career - this year - this tournament
8,Greg Norman,,T6,70,70,73,68,19,9,21,-7,281,"$43,829",-,bio - career - this year - this tournament
9,Larry Mize,,T6,73,69,71,68,48,23,21,-7,281,"$43,829",-,bio - career - this year - this tournament
10,Steve Pate,,T6,73,71,70,67,48,49,31,-7,281,"$43,829",-,bio - career - this year - this tournament
11,Ian Baker-Finch,,T6,70,69,68,74,19,6,4,-7,281,"$43,829",-,bio - career - this year - this tournament
12,Scott Simpson,,T13,70,71,71,70,19,14,19,-6,282,"$26,500",-,bio - career - this year - this tournament
13,Nick Faldo,,T13,71,72,68,71,29,35,11,-6,282,"$26,500",-,bio - career - this year - this tournament
14,Bruce Lietzke,,T13,69,72,68,73,7,14,7,-6,282,"$26,500",-,bio - career - this year - this tournament
15,Wayne Grady,,T13,68,75,71,68,3,35,31,-6,282,"$26,500",-,bio - career - this year - this tournament
16,Dillard Pruitt,,T13,75,68,70,69,69,35,21,-6,282,"$26,500",-,bio - career - this year - this tournament
17,Craig Parry,,T13,69,66,69,78,7,1,1,-6,282,"$26,500",-,bio - career - this year - this tournament
18,Fuzzy Zoeller,,T19,71,70,73,69,29,14,31,-5,283,"$17,550",-,bio - career - this year - this tournament
19,John Daly,,T19,71,71,73,68,29,23,40,-5,283,"$17,550",-,bio - career - this year - this tournament
